tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,tourney_spectators,tourney_revenue
2021-9188,Little Rock CH,Hard,32,C,232,3426,628037.14
2021-7791,Almaty CH,Clay,32,C,233,3734,702890.14
2021-0444,Bratislava CH,Clay,32,C,233,2578,463278.86
2021-7536,Lyon CH,Clay,32,C,233,4301,955933.65
2021-7740,Nottingham CH,Grass,32,C,233,3824,687584.58
2021-9353,Orlando 2 CH,Hard,32,C,233,3004,659880.94
2021-7009,Aix-En-Provence CH,Clay,32,C,234,3531,515067.29
2021-9524,Almaty CH,Clay,32,C,234,3456,707490.32
2021-9357,Forli CH,Clay,32,C,234,3031,566031.89
2021-9522,Nottingham 2 CH,Grass,32,C,234,2386,495250.69
2021-0558,Prostejov CH,Clay,32,C,234,4245,992731.82
2021-3463,Milan CH,Clay,32,C,235,1960,366949.16
2021-9526,Porto CH,Hard,32,C,236,3124,583766.27
2021-0526,Braunschweig CH,Clay,32,C,302,2881,535781.65
2021-9001,Perugia CH,Clay,32,C,302,3321,586721.31
2021-9531,Salzburg CH,Clay,32,C,302,3683,792468.79
2021-9198,Amersfoort CH,Clay,32,C,237,2947,521281.1
2021-8394,Iasi CH,Clay,32,C,237,3471,688470.23
2021-9533,Nur-Sultan CH,Hard,32,C,237,3415,646719.76
2021-8392,Todi CH,Clay,32,C,237,2854,551455.44
2021-7316,Cary CH,Hard,32,C,238,3074,583894.56
2021-9536,Nur-Sultan 4 CH,Hard,32,C,238,4431,618636.98
2021-9538,Pozoblanco CH,Hard,32,C,238,2244,405840.06
2021-0221,Tampere CH,Clay,32,C,238,3511,713912.54
2021-0586,Lexington CH,Hard,32,C,239,1907,340031.2
2021-0786,Poznan CH,Clay,32,C,239,2767,601100.72
2021-0783,Segovia CH,Hard,32,C,239,3385,734181.65
2021-9351,Trieste CH,Clay,32,C,239,3936,508338.41
2021-2120,Cordenons CH,Clay,32,C,241,2876,543907.53
2021-6795,Liberec  CH,Clay,32,C,241,2527,484697.41
2021-6809,Meerbusch CH,Clay,32,C,242,3287,754753.77
2021-7077,Prague CH,Clay,32,C,242,2027,440712.77
2021-9540,San Marino CH,Clay,32,C,242,3346,744084.5
2021-9542,Luedenscheid CH,Clay,32,C,243,4078,900169.08
2021-9544,Verona CH,Clay,32,C,243,3835,731826.62
2021-7494,Barletta CH,Clay,32,C,244,3371,545094.28
2021-9550,Prague CH,Clay,32,C,244,3225,688561.81
2021-9548,Warsaw CH,Clay,32,C,244,3839,605329.45
2019-0300,Luxembourg,Hard,32,I,32,3544,562224.15
2019-0405,Hiroshima,Hard,32,I,303,2734,518741.2
2019-0406,Strasbourg,Clay,32,I,15,3847,681242.1
2019-0466,Palermo,Clay,32,I,22,2907,636593.04
2019-0528,Linz,Hard,32,I,31,3825,995789.25
2019-0703,San Jose,Hard,32,P,23,3392,667312.06
2019-0718,Dubai,Hard,64,P,5,4453,934864.7
2019-0804,Charleston,Clay,64,P,304,5572,1178377.76
2019-0806,Toronto ,Hard,64,P,24,7275,1007731.57
2019-0808,Shenzhen Finals,Hard,8,F,34,795,150364.49
2019-0825,Tashkent,Hard,32,I,29,4146,699715.12
2019-0894,Bogota,Clay,32,I,9,3369,684829.47
2019-1003,Doha,Hard,32,P,4,3272,704029.87
2019-1005,Rabat,Clay,32,I,12,3082,666178.55
2019-1023,Guangzhou,Hard,32,I,28,2290,505256.75
2019-1024,Seoul,Hard,32,I,28,3470,609120.08
2019-1027,Istanbul,Clay,32,I,11,4198,968916.66
2019-1039,Monterrey,Hard,32,I,304,3461,822098.28
2019-1049,Auckland,Hard,32,I,0,3465,706479.94
2019-1050,Hobart,Hard,32,I,1,3137,668708.15
2019-1051,Stuttgart,Clay,32,P,11,3896,752090.79
2019-1052,Birmingham,Grass,32,P,18,3046,627108.83
2019-1056,Osaka,Hard,32,I,28,2850,747321.34
2019-1063,Shenzhen,Hard,32,I,0,2236,484097.34
2019-1068,Nurnberg,Clay,32,I,15,2287,446277.49
2019-1072,Limoges,Hard,32,I,305,3886,750708.5
2019-1075,Wuhan,Hard,64,P,29,8503,1734432.78
2019-1076,Tianjin,Hard,32,I,31,2986,553005.32
2019-1077,Nanchang,Hard,32,I,303,3570,721227.85
2019-1079,Bucharest,Clay,32,I,21,2646,481367.07
2019-1080,Nottingham,Grass,32,I,17,2993,572985.04
2019-1081,Zhuhai,Hard,12,F,306,1273,269547.62
2019-1082,Prague,Clay,32,I,12,2659,537100.69
2019-1086,St. Petersburg,Hard,32,P,307,3963,854226.66
2019-1090,Bol,Clay,32,I,308,3302,646113.25
2019-1091,Mallorca,Grass,32,I,18,3223,596542.68
2019-1094,Lausanne,Clay,32,I,21,4134,706341.18
2019-1096,Hua Hin,Hard,32,I,307,3393,675789.42
2019-1097,Budapest,Hard,32,I,5,3060,620390.94
2019-1101,Lugano,Clay,32,I,9,3441,610615.38
2019-1102,Newport Beach,Hard,64,I,309,6550,1019737.49
2019-2006,Jurmala,Clay,32,I,22,2548,592356.13
2019-2008,Zhengzhou,Hard,32,P,303,3396,819984.87
2019-2010,New York,Hard,32,I,26,2954,632764.84
2019-W-FC-2019-G1-AM-A-M-COL-ECU-01,Fed Cup G1 RR: COL vs ECU,Clay,2,D,310,230,45052.68
2019-W-FC-2019-G1-AM-A-M-MEX-COL-01,Fed Cup G1 RR: MEX vs COL,Clay,2,D,311,218,42797.37
2019-W-FC-2019-G1-AM-A-M-MEX-ECU-01,Fed Cup G1 RR: MEX vs ECU,Clay,2,D,312,214,41934.19
2019-W-FC-2019-G1-AM-A-M-PAR-COL-01,Fed Cup G1 RR: PAR vs COL,Clay,2,D,312,293,61892.67
2019-W-FC-2019-G1-AM-A-M-PAR-ECU-01,Fed Cup G1 RR: PAR vs ECU,Clay,2,D,311,247,49060.08
2019-W-FC-2019-G1-AM-A-M-PAR-MEX-01,Fed Cup G1 RR: PAR vs MEX,Clay,2,D,310,243,47808.59
2019-W-FC-2019-G1-AM-B-M-ARG-BRA-01,Fed Cup G1 RR: ARG vs BRA,Clay,2,D,310,170,34134.7
2019-W-FC-2019-G1-AM-B-M-ARG-CHI-01,Fed Cup G1 RR: ARG vs CHI,Clay,2,D,312,175,36103.81
2019-W-FC-2019-G1-AM-B-M-ARG-PUR-01,Fed Cup G1 RR: ARG vs PUR,Clay,2,D,311,148,29765.27
2019-W-FC-2019-G1-AM-B-M-BRA-CHI-01,Fed Cup G1 RR: BRA vs CHI,Clay,2,D,311,236,47785.78
2019-W-FC-2019-G1-AM-B-M-BRA-PUR-01,Fed Cup G1 RR: BRA vs PUR,Clay,2,D,312,173,33836.1
2019-W-FC-2019-G1-AM-B-M-CHI-PUR-01,Fed Cup G1 RR: CHI vs PUR,Clay,2,D,310,171,32031.85
2019-W-FC-2019-G1-AM-PP3-4-MEX-CHI-01,Fed Cup G1 PM: MEX vs CHI,Clay,2,D,313,155,31309.01
2019-W-FC-2019-G1-AM-PPO-PAR-BRA-01,Fed Cup G1 PPO: PAR vs BRA,Clay,2,D,313,244,48583.16
2019-W-FC-2019-G1-AM-REL-COL-PUR-01,Fed Cup G1 REL: COL vs PUR,Clay,2,D,313,253,52417.72
2019-W-FC-2019-G1-AM-REL-ECU-ARG-01,Fed Cup G1 REL: ECU vs ARG,Clay,2,D,313,127,24335.34
2019-W-FC-2019-G1-AO-A-M-IND-THA-01,Fed Cup G1 RR: IND vs THA,Hard,2,D,312,209,41873.11
2019-W-FC-2019-G1-AO-A-M-KAZ-IND-01,Fed Cup G1 RR: KAZ vs IND,Hard,2,D,310,189,37187.72
2019-W-FC-2019-G1-AO-A-M-KAZ-THA-01,Fed Cup G1 RR: KAZ vs THA,Hard,2,D,311,231,46957.28
2019-W-FC-2019-G1-AO-B-M-CHN-INA-01,Fed Cup G1 RR: CHN vs INA,Hard,2,D,310,124,24685.0
2019-W-FC-2019-G1-AO-B-M-CHN-KOR-01,Fed Cup G1 RR: CHN vs KOR,Hard,2,D,312,205,41644.45
2019-W-FC-2019-G1-AO-B-M-CHN-POC-01,Fed Cup G1 RR: CHN vs POC,Hard,2,D,311,166,30999.74
2019-W-FC-2019-G1-AO-B-M-INA-POC-01,Fed Cup G1 RR: INA vs POC,Hard,2,D,312,225,45273.62
2019-W-FC-2019-G1-AO-B-M-KOR-INA-01,Fed Cup G1 RR: KOR vs INA,Hard,2,D,311,133,27156.62
2019-W-FC-2019-G1-AO-B-M-KOR-POC-01,Fed Cup G1 RR: KOR vs POC,Hard,2,D,310,229,46843.31
2019-W-FC-2019-G1-AO-PP3-4-IND-KOR-01,Fed Cup G1 PM: IND vs KOR,Hard,2,D,313,136,27634.9
2019-W-FC-2019-G1-AO-PPO-CHN-KAZ-01,Fed Cup G1 PPO: CHN vs KAZ,Hard,2,D,313,253,51846.41
2019-W-FC-2019-G1-AO-REL-INA-THA-01,Fed Cup G1 REL: INA vs THA,Hard,2,D,313,239,47344.53
2019-W-FC-2019-G1-EPA-A-A-M-POL-DEN-01,Fed Cup G1 RR: POL vs DEN,Hard,2,D,310,150,30039.67
2019-W-FC-2019-G1-EPA-A-A-M-RUS-DEN-01,Fed Cup G1 RR: RUS vs DEN,Hard,2,D,312,271,52160.23
2019-W-FC-2019-G1-EPA-A-A-M-RUS-POL-01,Fed Cup G1 RR: RUS vs POL,Hard,2,D,311,285,52786.17
2019-W-FC-2019-G1-EPA-A-B-M-BUL-SWE-01,Fed Cup G1 RR: BUL vs SWE,Hard,2,D,310,219,44868.37
2019-W-FC-2019-G1-EPA-A-B-M-EST-BUL-01,Fed Cup G1 RR: EST vs BUL,Hard,2,D,311,192,38040.72
2019-W-FC-2019-G1-EPA-A-B-M-EST-SWE-01,Fed Cup G1 RR: EST vs SWE,Hard,2,D,312,216,43885.57
2019-W-FC-2019-G1-EPA-A-B-M-UKR-BUL-01,Fed Cup G1 RR: UKR vs BUL,Hard,2,D,312,259,50557.83
2019-W-FC-2019-G1-EPA-A-B-M-UKR-EST-01,Fed Cup G1 RR: UKR vs EST,Hard,2,D,310,160,31947.18
2019-W-FC-2019-G1-EPA-A-B-M-UKR-SWE-01,Fed Cup G1 RR: UKR vs SWE,Hard,2,D,311,170,32193.9
2019-W-FC-2019-G1-EPA-A-PP3-4-POL-UKR-01,Fed Cup G1 PM: POL vs UKR,Hard,2,D,313,233,44664.96
2019-W-FC-2019-G1-EPA-A-PPO-RUS-SWE-01,Fed Cup G1 PPO: RUS vs SWE,Hard,2,D,313,198,37446.86
2019-W-FC-2019-G1-EPA-A-REL-DEN-EST-01,Fed Cup G1 REL: DEN vs EST,Hard,2,D,313,213,40531.24
2019-W-FC-2019-G1-EPA-B-A-M-GBR-GRE-01,Fed Cup G1 RR: GBR vs GRE,Hard,2,D,312,228,45732.76
2019-W-FC-2019-G1-EPA-B-A-M-GBR-HUN-01,Fed Cup G1 RR: GBR vs HUN,Hard,2,D,310,235,44716.08
2019-W-FC-2019-G1-EPA-B-A-M-GBR-SLO-01,Fed Cup G1 RR: GBR vs SLO,Hard,2,D,311,240,48644.79
2019-W-FC-2019-G1-EPA-B-A-M-GRE-SLO-01,Fed Cup G1 RR: GRE vs SLO,Hard,2,D,310,214,41872.58
2019-W-FC-2019-G1-EPA-B-A-M-HUN-GRE-01,Fed Cup G1 RR: HUN vs GRE,Hard,2,D,311,168,35610.46
2019-W-FC-2019-G1-EPA-B-A-M-HUN-SLO-01,Fed Cup G1 RR: HUN vs SLO,Hard,2,D,312,207,43225.56
2019-W-FC-2019-G1-EPA-B-B-M-CRO-GEO-01,Fed Cup G1 RR: CRO vs GEO,Hard,2,D,312,155,31286.41
2019-W-FC-2019-G1-EPA-B-B-M-CRO-TUR-01,Fed Cup G1 RR: CRO vs TUR,Hard,2,D,311,242,48142.09
2019-W-FC-2019-G1-EPA-B-B-M-SRB-CRO-01,Fed Cup G1 RR: SRB vs CRO,Hard,2,D,310,120,23570.03
2019-W-FC-2019-G1-EPA-B-B-M-SRB-GEO-01,Fed Cup G1 RR: SRB vs GEO,Hard,2,D,311,227,46085.79
2019-W-FC-2019-G1-EPA-B-B-M-SRB-TUR-01,Fed Cup G1 RR: SRB vs TUR,Hard,2,D,312,258,52816.66
2019-W-FC-2019-G1-EPA-B-B-M-TUR-GEO-01,Fed Cup G1 RR: TUR vs GEO,Hard,2,D,310,219,44226.95
2019-W-FC-2019-G1-EPA-B-PP5-8-GRE-TUR-01,Fed Cup G1 PM: GRE vs TUR,Hard,2,D,313,198,41166.17
2019-W-FC-2019-G1-EPA-B-PP5-8-HUN-CRO-01,Fed Cup G1 PM: HUN vs CRO,Hard,2,D,313,234,44524.34
2019-W-FC-2019-G1-EPA-B-PPO-GBR-SRB-01,Fed Cup G1 PPO: GBR vs SRB,Hard,2,D,313,205,41292.43
2019-W-FC-2019-G1-EPA-B-REL-SLO-GEO-01,Fed Cup G1 REL: SLO vs GEO,Hard,2,D,313,231,50666.98
2019-W-FC-2019-G2-AM-A-A-M-BOL-PAN-01,Fed Cup G2 RR: BOL vs PAN,Clay,2,D,314,144,28154.53
2019-W-FC-2019-G2-AM-A-A-M-PER-BOL-01,Fed Cup G2 RR: PER vs BOL,Clay,2,D,315,250,52269.95
2019-W-FC-2019-G2-AM-A-A-M-PER-PAN-01,Fed Cup G2 RR: PER vs PAN,Clay,2,D,316,200,41650.31
2019-W-FC-2019-G2-AM-A-B-M-BAH-BAR-01,Fed Cup G2 RR: BAH vs BAR,Clay,2,D,316,205,39823.58
2019-W-FC-2019-G2-AM-A-B-M-BAH-TTO-01,Fed Cup G2 RR: BAH vs TTO,Clay,2,D,315,158,31191.41
2019-W-FC-2019-G2-AM-A-B-M-TTO-BAR-01,Fed Cup G2 RR: TTO vs BAR,Clay,2,D,314,148,29772.73
2019-W-FC-2019-G2-AM-A-PP3-4-BOL-TTO-01,Fed Cup G2 PM: BOL vs TTO,Clay,2,D,317,142,27487.43
2019-W-FC-2019-G2-AM-A-PP5-6-BAR-PAN-01,Fed Cup G2 PM: BAR vs PAN,Clay,2,D,317,161,32439.41
2019-W-FC-2019-G2-AM-A-PPO-PER-BAH-01,Fed Cup G2 PPO: PER vs BAH,Clay,2,D,317,193,37584.79
2019-W-FC-2019-G2-AM-B-A-M-CUB-DOM-01,Fed Cup G2 RR: CUB vs DOM,Hard,2,D,317,138,28736.09
2019-W-FC-2019-G2-AM-B-A-M-CUB-URU-01,Fed Cup G2 RR: CUB vs URU,Hard,2,D,314,246,45518.1
2019-W-FC-2019-G2-AM-B-A-M-DOM-URU-01,Fed Cup G2 RR: DOM vs URU,Hard,2,D,316,250,50789.41
2019-W-FC-2019-G2-AM-B-A-M-GUA-CUB-01,Fed Cup G2 RR: GUA vs CUB,Hard,2,D,316,237,47268.34
2019-W-FC-2019-G2-AM-B-A-M-GUA-DOM-01,Fed Cup G2 RR: GUA vs DOM,Hard,2,D,318,212,41354.54
2019-W-FC-2019-G2-AM-B-A-M-GUA-URU-01,Fed Cup G2 RR: GUA vs URU,Hard,2,D,315,204,41323.33
2019-W-FC-2019-G2-AM-B-A-M-VEN-CUB-01,Fed Cup G2 RR: VEN vs CUB,Hard,2,D,315,118,24467.81
2019-W-FC-2019-G2-AM-B-A-M-VEN-DOM-01,Fed Cup G2 RR: VEN vs DOM,Hard,2,D,314,220,43551.53
2019-W-FC-2019-G2-AM-B-A-M-VEN-GUA-01,Fed Cup G2 RR: VEN vs GUA,Hard,2,D,317,273,56526.49
2019-W-FC-2019-G2-AM-B-A-M-VEN-URU-01,Fed Cup G2 RR: VEN vs URU,Hard,2,D,318,208,42525.12
2019-W-FC-2019-G2-EPA-A-M-AUT-BIH-01,Fed Cup G2 RR: AUT vs BIH,Hard,2,D,310,217,39923.16
2019-W-FC-2019-G2-EPA-A-M-AUT-TUN-01,Fed Cup G2 RR: AUT vs TUN,Hard,2,D,311,182,36168.24
2019-W-FC-2019-G2-EPA-A-M-BIH-TUN-01,Fed Cup G2 RR: BIH vs TUN,Hard,2,D,312,224,44660.65
2019-W-FC-2019-G2-EPA-B-M-ISR-LUX-01,Fed Cup G2 RR: ISR vs LUX,Hard,2,D,310,188,39016.62
2019-W-FC-2019-G2-EPA-B-M-ISR-POR-01,Fed Cup G2 RR: ISR vs POR,Hard,2,D,311,143,27246.36
2019-W-FC-2019-G2-EPA-B-M-ISR-RSA-01,Fed Cup G2 RR: ISR vs RSA,Hard,2,D,312,211,39432.25
2019-W-FC-2019-G2-EPA-B-M-LUX-POR-01,Fed Cup G2 RR: LUX vs POR,Hard,2,D,312,193,39027.88
2019-W-FC-2019-G2-EPA-B-M-LUX-RSA-01,Fed Cup G2 RR: LUX vs RSA,Hard,2,D,311,207,40209.75
2019-W-FC-2019-G2-EPA-B-M-POR-RSA-01,Fed Cup G2 RR: POR vs RSA,Hard,2,D,310,168,32339.62
2019-W-FC-2019-G2-EPA-PPO-AUT-ISR-01,Fed Cup G2 PPO: AUT vs ISR,Hard,2,D,313,223,45214.09
2019-W-FC-2019-G2-EPA-PPO-LUX-TUN-01,Fed Cup G2 PPO: LUX vs TUN,Hard,2,D,313,152,30298.69
2019-W-FC-2019-G2-EPA-REL-BIH-POR-01,Fed Cup G2 REL: BIH vs POR,Hard,2,D,313,203,40873.61
2019-W-FC-2019-WG2-M-CAN-NED-01,Fed Cup WG2 R1: CAN vs NED,Clay,4,D,313,361,71016.07
2019-W-FC-2019-WG2-M-ESP-JPN-01,Fed Cup WG2 R1: ESP vs JPN,Hard,4,D,313,309,64491.13
2019-W-FC-2019-WG2-M-SUI-ITA-01,Fed Cup WG2 R1: SUI vs ITA,Hard,4,D,313,316,63318.67
2019-W-FC-2019-WG2-M-SVK-LAT-01,Fed Cup WG2 R1: SVK vs LAT,Hard,4,D,313,394,77176.52
2019-W-FC-2019-WG2-PO-GBR-KAZ-01,Fed Cup WG2 R1: GBR vs KAZ,Hard,4,D,317,417,84764.13
2019-W-FC-2019-WG2-PO-JPN-NED-01,Fed Cup WG2 R1: JPN vs NED,Hard,4,D,317,392,80802.31
2019-W-FC-2019-WG2-PO-RUS-ITA-01,Fed Cup WG2 R1: RUS vs ITA,Clay,4,D,317,435,93196.33
2019-W-FC-2019-WG2-PO-SVK-BRA-01,Fed Cup WG2 R1: SVK vs BRA,Clay,4,D,317,441,93212.74
2019-W-FC-2019-WG-M-AUS-USA-01,Fed Cup WG R1: AUS vs USA,Hard,4,D,313,332,66895.16
2019-W-FC-2019-WG-M-BLR-AUS-01,Fed Cup WG SF: BLR vs AUS,Hard,4,D,317,404,85991.83
2019-W-FC-2019-WG-M-CZE-ROU-01,Fed Cup WG R1: CZE vs ROU,Hard,4,D,313,531,101678.71
2019-W-FC-2019-WG-M-FRA-AUS-01,Fed Cup WG F: FRA vs AUS,Hard,4,D,319,401,83523.75
2019-W-FC-2019-WG-M-FRA-BEL-01,Fed Cup WG R1: FRA vs BEL,Hard,4,D,313,319,63452.11
2019-W-FC-2019-WG-M-GER-BLR-01,Fed Cup WG R1: GER vs BLR,Hard,4,D,313,428,83509.76
2019-W-FC-2019-WG-M-ROU-FRA-01,Fed Cup WG SF: ROU vs FRA,Clay,4,D,317,413,85613.18
2019-W-FC-2019-WG-PO-BEL-ESP-01,Fed Cup WG R1: BEL vs ESP,Hard,4,D,317,424,84721.64
2019-W-FC-2019-WG-PO-CZE-CAN-01,Fed Cup WG R1: CZE vs CAN,Clay,4,D,317,316,65136.09
2019-W-FC-2019-WG-PO-LAT-GER-01,Fed Cup WG R1: LAT vs GER,Hard,4,D,315,489,103306.76
2019-W-FC-2019-WG-PO-USA-SUI-01,Fed Cup WG R1: USA vs SUI,Hard,4,D,317,331,64630.42
2021-2028,Abu Dhabi,Hard,64,P,320,6175,1576751.99
2021-2029,Gippsland Trophy,Hard,54,P,298,5529,1106978.33
2021-2026,Yarra Valley Classic,Hard,64,P,298,4573,526427.28
2021-2032,Grampians Trophy,Hard,32,P,321,1961,362610.8
2021-2027,Phillip Island Trophy,Hard,64,I,322,7543,1733996.71
2021-2030,Adelaide,Hard,32,P,219,3420,660259.04
2021-1003,Doha,Hard,32,P,220,2987,585192.82
2021-2011,Lyon,Hard,32,I,220,3243,641804.35
2021-718,Dubai,Hard,64,P,323,6453,1523480.92
2021-2002,Guadalajara,Hard,32,I,221,4149,877735.28
2021-1039,Monterrey,Hard,32,I,222,3134,584631.38
2021-1086,St. Petersburg,Hard,32,P,222,3205,828466.86
2021-902,Miami,Hard,128,P,223,14753,3432382.98
2021-894,Bogota,Clay,32,I,224,3037,574841.85
2021-804,Charleston 1,Clay,64,P,224,6793,1207099.48
2021-2033,Charleston 2,Clay,32,W,225,2886,547558.28
2021-2020,Istanbul,Clay,32,I,226,3502,836737.37
2021-1051,Stuttgart,Clay,32,P,226,3034,542144.01
2021-1038,Madrid,Clay,64,P,324,5888,1054197.49
2021-709,Rome,Clay,64,PM,229,7490,1595530.68
2021-2035,Belgrade,Clay,32,W,230,4211,878199.04
2021-2041,Parma,Clay,32,W,230,2640,495642.51
2021-406,Strasbourg,Clay,32,W,231,3012,543587.01
2021-1080,Nottingham,Grass,64,I,233,7378,951132.22
2021-2012,Berlin,Grass,32,P,234,2723,542554.93
2021-1052,Birmingham,Grass,32,I,234,2981,482065.28
2021-2017,Bad Homburg,Grass,32,W,235,3066,646614.17
2021-710,Eastbourne,Grass,32,W,235,4268,784169.31
2021-2042,Hamburg,Clay,32,I,302,3184,780081.07
2021-2036,Budapest,Clay,32,I,237,2052,317826.53
2021-1094,Lausanne,Clay,32,I,237,3369,690721.73
2021-1082,Prague,Hard,32,I,237,3889,751796.58
2021-2037,Gdynia,Clay,32,I,238,3671,623848.55
2021-466,Palermo,Clay,32,I,238,1816,415844.44
2021-650,Tokyo Olympics,Hard,64,O,240,5689,1223921.19
2021-2043,Cluj-Napoca,Clay,32,W,241,1731,321450.51
2021-703,San Jose,Hard,32,W,241,3528,778483.09
2021-806,Montreal,Hard,64,P,242,8077,1094101.37
2021-1017,Cincinnati,Hard,64,P,243,8766,2246080.22
2021-2047,Chicago,Hard,32,W,244,3292,689094.41
2021-2040,Cleveland,Hard,32,W,244,3716,847358.95
2021-W-FC-2021-POS-M-BRA-POL-01,BJK Cup Playoffs: BRA vs POL,Hard,4,D,325,416,79193.55
2021-W-FC-2021-POS-M-CAN-SRB-01,BJK Cup Playoffs: CAN vs SRB,Hard,4,D,325,497,105905.82
2021-W-FC-2021-POS-M-GBR-MEX-01,BJK Cup Playoffs: GBR vs MEX,Hard,4,D,325,267,54886.94
2021-W-FC-2021-POS-M-JPN-UKR-01,BJK Cup Playoffs: JPN vs UKR,Clay,4,D,325,397,77189.88
2021-W-FC-2021-POS-M-KAZ-ARG-01,BJK Cup Playoffs: KAZ vs ARG,Clay,4,D,325,434,92916.03
2021-W-FC-2021-POS-M-LAT-IND-01,BJK Cup Playoffs: LAT vs IND,Hard,4,D,325,396,85253.49
2021-W-FC-2021-POS-M-NED-CHN-01,BJK Cup Playoffs: NED vs CHN,Clay,4,D,325,306,58782.81
2021-W-FC-2021-POS-M-ROU-ITA-01,BJK Cup Playoffs: ROU vs ITA,Hard,4,D,325,409,79774.19
2019-0083,Eckental CH,Hard,64,C,34,3299,653134.62
2019-0213,San Luis Potosi CH,Clay,64,C,10,7660,1567967.18
2019-0221,Tampere CH,Clay,64,C,22,5904,794965.97
2019-0228,Winnetka CH,Hard,64,C,326,4226,1024922.84
2019-0363,Knoxville CH,Hard,64,C,327,8721,2493277.33
2019-0398,Cherbourg CH,Hard,64,C,4,7099,1293219.04
2019-0444,Bratislava CH,Hard,64,C,327,6914,1265587.11
2019-0447,Samarkand CH,Clay,64,C,14,5404,1592419.79
2019-0448,Szczecin CH,Clay,64,C,303,5375,1013146.08
2019-0460,Heilbronn CH,Clay,64,C,14,8081,1726981.62
2019-0467,Aptos CH,Hard,64,C,24,5296,1154503.42
2019-0526,Braunschweig CH,Clay,64,C,326,7232,1105200.2
2019-0544,Montevideo CH,Clay,64,C,327,5689,1136227.94
2019-0558,Prostejov CH,Clay,64,C,308,8872,2506160.17
2019-0586,Lexington CH,Hard,64,C,23,8171,968793.0
2019-0600,Prague CH,Clay,64,C,22,9485,1468607.15
2019-0603,Fergana CH,Hard,64,C,18,3285,539923.4
2019-0637,Champaign-Urbana CH,Hard,64,C,35,6837,1470389.84
2019-0670,Binghamton CH,Hard,64,C,22,5797,1331217.13
2019-0692,Tallahassee CH,Clay,64,C,11,5053,1367295.11
2019-0695,Dallas CH,Hard,64,C,3,4883,1042595.03
2019-0783,Segovia CH,Hard,64,C,23,5331,1031379.3
2019-0784,Seville CH,Clay,64,C,303,5356,772015.17
2019-0786,Poznan CH,Clay,64,C,308,8030,1804610.67
2019-0854,Bergamo CH,Hard,64,C,5,5929,1140824.84
2019-0877,Granby CH,Hard,64,C,22,6948,893445.91
2019-1539,Leon CH,Hard,64,C,11,4255,936766.3
2019-1541,Tunis CH,Clay,64,C,10,4429,835568.54
2019-1607,Banja Luka CH,Clay,64,C,303,7497,979372.63
2019-1741,Busan CH,Hard,64,C,13,7614,1430477.15
2019-1743,Recanati CH,Hard,64,C,20,5883,593215.38
2019-1763,Genova CH,Clay,64,C,328,6282,778198.66
2019-1768,Tiburon CH,Hard,64,C,29,6461,714066.54
2019-1796,St. Brieuc CH,Hard,64,C,329,5505,1109339.34
2019-1797,Ostrava CH,Clay,64,C,12,7005,1319287.02
2019-2120,Cordenons CH,Clay,64,C,25,5944,1108131.58
2019-2151,Rome CH,Clay,64,C,13,6694,1112027.78
2019-2205,Noumea CH,Hard,64,C,0,6478,1360192.81
2019-2273,Orleans CH,Hard,64,C,29,7226,1248820.96
2019-2278,Taipei CH,Hard,64,C,9,8491,1628879.32
2019-3406,Santiago CH,Clay,64,C,7,4309,733655.38
2019-3463,Milan CH,Clay,64,C,19,5169,975709.2
2019-3473,Como CH,Clay,64,C,27,5290,960216.23
2019-3503,Rennes CH,Hard,64,C,309,6959,1240637.74
2019-3618,Nur-Sultan CH,Hard,64,C,21,4598,957867.61
2019-3627,L'Aquila CH,Clay,64,C,26,8342,2175221.03
2019-3824,Bordeaux CH,Clay,64,C,12,5828,980429.95
2019-3945,San Benedetto CH,Clay,64,C,21,6711,1601404.89
2019-5018,Burnie CH,Hard,64,C,309,6339,1840867.64
2019-5047,Bangkok CH,Hard,64,C,4,7445,1396878.21
2019-5067,Savannah CH,Clay,64,C,12,6698,1191761.98
2019-5069,Sarasota CH,Clay,64,C,10,3874,582444.53
2019-6055,Charlottesville CH,Hard,64,C,34,7246,870543.53
2019-6204,Ortisei CH,Hard,64,C,35,6004,1210830.49
2019-6239,Quimper CH,Hard,64,C,307,7125,1389637.28
2019-6307,Campinas CH,Clay,64,C,30,6837,1591141.27
2019-6313,Shanghai CH,Hard,64,C,303,4881,898738.8
2019-6490,Kaohsiung CH,Hard,64,C,28,7113,1167361.28
2019-6572,Anning CH,Clay,64,C,10,6905,1403245.06
2019-6579,Lima CH,Clay,64,C,33,5578,1104661.16
2019-6590,Sibiu CH,Clay,64,C,28,6724,1008994.3
2019-6626,Yokohama CH,Hard,64,C,6,7772,1723959.08
2019-6757,Blois CH,Clay,64,C,18,7112,1050803.25
2019-6787,Portoroz CH,Hard,64,C,25,6768,715704.56
2019-6795,Liberec CH,Clay,64,C,23,6813,1804103.26
2019-6809,Meerbusch CH,Clay,64,C,25,7467,1250557.37
2019-6857,Mouilleron-Le-Captif CH,Hard,64,C,31,5943,1352600.92
2019-6865,Traralgon CH,Hard,64,C,33,7515,1815942.28
2019-6963,Cuernavaca CH,Hard,64,C,5,7587,1643665.19
2019-7004,Shenzhen CH,Hard,64,C,330,7204,1434145.69
2019-7009,Aix En Provence CH,Clay,64,C,13,8787,2419232.6
2019-7015,Vicenza CH,Clay,64,C,16,4858,749018.11
